x,y,TOT_P,avg_time_nearest_h
7,86,8,NA
7,87,88,NA
7,88,147,NA
7,89,36,NA
7,90,114,NA
7,91,1159,NA
7,92,82,NA
7,93,5,NA
7,94,267,NA
7,95,5,NA
7,96,1169,NA
7,97,1631,NA
7,98,3,NA
7,99,13,NA
7,101,15,NA
7,102,97,NA
7,104,30,NA
7,105,1043,NA
7,106,14,NA
7,107,1445,NA
7,108,4550,NA
7,109,2726,NA
7,110,533,NA
7,111,1897,NA
7,112,1550,NA
7,113,1205,NA
7,114,8,NA
7,115,71,NA
7,116,114,NA
7,117,46,NA
7,118,17,NA
7,119,10,NA
7,122,9,NA
7,123,14,NA
7,124,0,NA
7,126,15,NA
7,127,20,NA
8,1,15,NA
8,2,59,NA
8,3,375,NA
8,4,12,NA
8,7,25,NA
8,10,142,NA
8,11,79,NA
8,14,12,NA
8,15,32,NA
8,16,4,NA
8,17,15,NA
8,21,14,NA
8,23,0,NA
8,27,63,NA
8,30,19,NA
8,31,8,NA
8,33,280,NA
8,34,14,NA
8,39,84,NA
8,41,21,NA
8,42,264,NA
8,43,125,NA
8,44,9,NA
8,45,9,NA
8,48,204,NA
8,49,102,NA
8,50,31,NA
8,53,298,NA
8,54,268,NA
8,55,7,NA
8,56,23,NA
8,57,19,NA
8,59,76,NA
8,60,32,NA
8,62,3,NA
8,63,92,NA
8,64,3,NA
8,65,46,NA
8,66,6,NA
8,67,132,NA
8,70,2,NA
8,72,17,NA
8,75,11,NA
8,78,345,NA
8,79,15,NA
8,80,6,NA
8,81,21,NA
8,83,38,NA
8,84,17,NA
8,85,2,NA
8,86,25,NA
8,87,151,NA
8,88,28,NA
8,90,1,NA
8,95,47,NA
8,96,68,NA
8,97,636,NA
8,98,383,NA
8,100,2,NA
8,102,140,NA
8,103,2040,NA
8,104,580,NA
8,105,1165,NA
8,106,15,NA
8,107,9,NA
8,108,189,NA
8,109,44,NA
8,110,10,NA
8,111,103,NA
8,113,5,NA
8,114,3,NA
8,115,0,NA
8,116,10,NA
8,117,130,NA
8,119,2,NA
8,120,29,NA
8,121,11,NA
8,122,0,NA
8,123,654,NA
8,124,83,NA
8,126,7,NA
9,1,26,NA
9,7,5,NA
9,10,19,NA
9,11,20,NA
9,12,48,NA
9,13,7,NA
9,15,32,NA
9,16,12,NA
9,17,5,NA
9,18,7,NA
9,19,12,NA
9,21,16,NA
9,22,2,NA
9,23,14,NA
9,26,23,NA
9,28,140,NA
9,29,15,NA
9,30,57,NA
9,31,113,NA
9,32,3,NA
9,33,472,NA
9,34,0,NA
9,36,241,NA
9,40,19,NA
9,43,14,NA
9,44,60,NA
9,45,113,NA
9,46,7,NA
9,47,10,NA
9,48,10,NA
9,49,33,NA
9,50,173,NA
9,51,3,NA
9,53,49,NA
9,54,128,NA
9,55,53,NA
9,56,60,NA
9,57,292,NA
9,58,7,NA
9,60,7,NA
9,63,60,NA
9,65,14,NA
9,66,5,NA
9,67,8,NA
9,69,21,NA
9,70,11,NA
9,71,10,NA
9,73,8,NA
9,76,18,NA
9,77,3,NA
9,78,11,NA
9,81,20,NA
9,82,1260,NA
9,83,666,NA
9,84,604,NA
9,85,1093,NA
9,86,25,NA
9,87,295,NA
9,88,172,NA
9,89,25,NA
9,91,10,NA
9,93,164,NA
9,94,3,NA
9,95,4,NA
9,97,34,NA
9,98,8,NA
9,99,5,NA
9,100,1,NA
9,102,26,NA
9,103,554,NA
9,104,884,NA
9,105,183,NA
9,106,0,NA
9,107,11,NA
9,108,0,NA
9,109,0,NA
9,111,1928,NA
9,112,116,NA
9,113,48,NA
9,114,1162,NA
9,115,1305,NA
9,116,6,NA
9,118,3,NA
9,119,4,NA
9,120,171,NA
9,121,8,NA
9,122,20,NA
9,123,194,NA
9,124,33,NA
9,125,173,NA
9,126,149,NA
10,2,35,NA
10,4,14,NA
10,6,9,NA
10,8,65,NA
10,13,5,NA
10,14,5,NA
10,15,12,NA
10,16,6,NA
10,20,29,NA
10,22,95,NA
10,25,0,NA
10,26,141,NA
10,31,1,NA
10,32,8,NA
10,36,34,NA
10,37,329,NA
10,38,3,NA
10,41,119,NA
10,42,34,NA
10,43,444,NA
10,44,51,NA
10,47,96,NA
10,50,480,NA
10,51,12,NA
10,52,118,NA
10,54,70,NA
10,55,202,NA
10,57,5,NA
10,58,3,NA
10,59,31,NA
10,60,11,NA
10,61,13,NA
10,62,17,NA
10,63,16,NA
10,66,6,NA
10,69,139,NA
10,71,4,NA
10,73,28,NA
10,75,53,NA
10,76,205,NA
10,77,190,NA
10,78,50,NA
10,79,191,NA
10,80,39,NA
10,81,55,NA
10,82,3336,NA
10,83,3203,NA
10,84,2239,NA
10,85,2163,NA
10,88,169,NA
10,89,321,NA
10,90,11,NA
10,91,4,NA
10,92,415,NA
10,93,144,NA
10,94,168,NA
10,95,0,NA
10,96,10,NA
10,100,4,NA
10,102,1265,NA
10,103,262,NA
10,107,2,NA
10,108,13,NA
10,110,0,NA
10,111,629,NA
10,112,3463,NA
10,113,4017,NA
10,114,1065,NA
10,115,2551,NA
10,116,36,NA
10,117,65,NA
10,119,8,NA
10,120,24,NA
10,121,15,NA
10,125,212,NA
10,127,118,NA
11,0,16,NA
11,4,43,NA
11,7,2,NA
11,8,333,NA
11,10,45,NA
11,12,62,NA
11,15,246,NA
11,16,484,NA
11,17,30,NA
11,18,10,NA
11,19,0,NA
11,21,10,NA
11,25,2,NA
11,26,365,NA
11,27,361,NA
11,28,16,NA
11,30,46,NA
11,31,247,NA
11,33,5,NA
11,36,5,NA
11,37,3,NA
11,38,15,NA
11,40,19,NA
11,42,9,NA
11,44,11,NA
11,45,9,NA
11,46,24,NA
11,50,111,NA
11,52,28,NA
11,53,7,NA
11,55,3,NA
11,56,90,NA
11,57,3,NA
11,60,8,NA
11,61,10,NA
11,62,359,NA
11,64,9,NA
11,65,53,NA
11,67,0,NA
11,68,2,NA
11,70,16,NA
11,71,153,NA
11,72,9,NA
11,73,14,NA
11,74,14,NA
11,75,86,NA
11,76,11,NA
11,77,83,NA
11,80,87,NA
11,81,262,NA
11,82,1252,NA
11,83,2576,NA
11,84,3709,NA
11,85,438,NA
11,87,17,NA
11,88,16,NA
11,90,10,NA
11,91,0,NA
11,92,6,NA
11,93,135,NA
11,94,512,NA
11,95,6,NA
11,96,3,NA
11,97,228,NA
11,98,430,NA
11,100,24,NA
11,101,16,NA
11,102,598,NA
11,103,686,NA
11,104,43,NA
11,105,0,NA
11,107,7,NA
11,108,1,NA
11,110,1,NA
11,111,4,NA
11,112,1705,NA
11,113,845,NA
11,115,483,NA
11,116,356,NA
11,117,35,NA
11,118,125,NA
11,119,2,NA
11,120,44,NA
11,124,10,NA
11,125,2321,NA
11,127,42,NA
12,0,599,NA
12,1,843,NA
12,2,39,NA
12,3,7,NA
12,4,114,NA
12,5,4,NA
12,6,0,NA
12,7,52,NA
12,8,15,NA
12,9,7,NA
12,10,450,NA
12,12,780,NA
12,15,427,NA
12,16,0,NA
12,19,4,NA
12,21,38,NA
12,24,0,NA
12,25,2,NA
12,26,12,NA
12,27,0,NA
12,30,2,NA
12,31,86,NA
12,33,6,NA
12,34,3,NA
12,35,8,NA
12,37,333,NA
12,39,10,NA
12,41,4,NA
12,43,6,NA
12,44,46,NA
12,46,106,NA
12,48,9,NA
12,49,12,NA
12,50,0,NA
12,51,12,NA
12,53,333,NA
12,54,1319,NA
12,55,0,NA
12,56,200,NA
12,58,10,NA
12,59,0,NA
12,60,12,NA
12,62,27,NA
12,65,2,NA
12,66,52,NA
12,68,4,NA
12,69,27,NA
12,70,7,NA
12,71,85,NA
12,72,48,NA
12,73,1885,NA
12,74,77,NA
12,75,411,NA
12,76,35,NA
12,77,4,NA
12,79,5,NA
12,81,315,NA
12,82,0,NA
12,83,8,NA
12,84,420,NA
12,85,1,NA
12,92,13,NA
12,93,41,NA
12,95,2,NA
12,98,4,NA
12,99,37,NA
12,100,0,NA
12,102,18,NA
12,103,17,NA
12,107,0,NA
12,108,2306,NA
12,109,471,NA
12,110,5,NA
12,111,384,NA
12,112,534,NA
12,113,368,NA
12,114,11,NA
12,115,11,NA
12,117,37,NA
12,118,10,NA
12,119,13,NA
12,120,150,NA
12,124,389,NA
12,125,358,NA
12,126,60,NA
12,127,1678,NA
13,0,1494,NA
13,1,1855,NA
13,9,3087,NA
13,10,3169,NA
13,11,768,NA
13,12,508,NA
13,18,6,NA
13,22,35,NA
13,26,109,NA
13,27,19,NA
13,29,4,NA
13,31,8,NA
13,34,2,NA
13,35,2,NA
13,38,5,NA
13,39,11,NA
13,40,1795,NA
13,41,519,NA
13,44,83,NA
13,48,6,NA
13,52,6,NA
13,54,1059,NA
13,57,160,NA
13,58,23,NA
13,59,23,NA
13,62,20,NA
13,63,148,NA
13,66,43,NA
13,67,13,NA
13,68,14,NA
13,69,7,NA
13,70,2,NA
13,71,37,NA
13,72,19,NA
13,73,581,NA
13,75,601,NA
13,76,17,NA
13,77,168,NA
13,78,14,NA
13,80,1,NA
13,83,31,NA
13,84,132,NA
13,85,195,NA
13,86,804,NA
13,87,138,NA
13,91,7,NA
13,92,85,NA
13,93,16,NA
13,100,12,NA
13,101,0,NA
13,102,3,NA
13,104,7,NA
13,105,5,NA
13,108,4,NA
13,110,16,NA
13,111,364,NA
13,112,122,NA
13,113,3,NA
13,114,8,NA
13,115,343,NA
13,116,67,NA
13,117,42,NA
13,118,10,NA
13,119,7,NA
13,120,1,NA
13,121,15,NA
13,122,4,NA
13,123,1,NA
13,124,283,NA
13,127,6,NA
14,0,6,NA
14,1,11,NA
14,3,171,NA
14,6,20,NA
14,8,3,NA
14,9,1118,NA
14,10,3081,NA
14,11,255,NA
14,12,30,NA
14,14,33,NA
14,17,8,NA
14,18,2,NA
14,19,56,NA
14,20,331,NA
14,21,2,NA
14,23,5,NA
14,30,9,NA
14,32,113,NA
14,33,18,NA
14,35,45,NA
14,36,11,NA
14,39,4,NA
14,40,767,NA
14,41,81,NA
14,42,82,NA
14,45,77,NA
14,47,9,NA
14,48,0,NA
14,49,53,NA
14,50,4,NA
14,52,14,NA
14,53,1402,NA
14,54,2748,NA
14,55,536,NA
14,56,3,NA
14,57,9,NA
14,59,104,NA
14,60,74,NA
14,61,157,NA
14,63,224,NA
14,64,30,NA
14,65,4,NA
14,66,17,NA
14,67,8,NA
14,69,3,NA
14,70,30,NA
14,71,6,NA
14,72,7,NA
14,73,3,NA
14,75,22,NA
14,76,5,NA
14,77,6,NA
14,78,83,NA
14,79,129,NA
14,80,7,NA
14,82,132,NA
14,83,1,NA
14,85,129,NA
14,86,10,NA
14,87,2,NA
14,90,253,NA
14,91,20,NA
14,92,7,NA
14,93,28,NA
14,94,11,NA
14,95,45,NA
14,106,32,NA
14,107,2,NA
14,113,18,NA
14,114,107,NA
14,115,2531,NA
14,116,4151,NA
14,117,949,NA
14,118,9,NA
14,119,3,NA
14,123,7,NA
14,124,3,NA
14,125,4,NA
15,0,196,NA
15,1,36,NA
15,3,16,NA
15,4,19,NA
15,5,307,NA
15,8,63,NA
15,9,216,NA
15,10,785,NA
15,12,141,NA
15,13,40,NA
15,14,219,NA
15,15,7,NA
15,16,7,NA
15,17,31,NA
15,18,55,NA
15,19,139,NA
15,20,31,NA
15,23,33,NA
15,27,36,NA
15,28,4,NA
15,29,1,NA
15,30,388,NA
15,33,38,NA
15,34,55,NA
15,35,7,NA
15,36,1,NA
15,38,19,NA
15,39,234,NA
15,40,89,NA
15,44,1,NA
15,47,5,NA
15,48,5,NA
15,50,57,NA
15,52,13,NA
15,53,1873,NA
15,54,4912,NA
15,55,3501,NA
15,56,514,NA
15,57,47,NA
15,58,178,NA
15,59,78,NA
15,60,28,NA
15,61,26,NA
15,62,3,NA
15,64,2,NA
15,65,4,NA
15,67,5,NA
15,68,47,NA
15,69,222,NA
15,70,38,NA
15,71,3,NA
15,74,4,NA
15,75,14,NA
15,77,5,NA
15,80,2,NA
15,82,7,NA
15,84,5,NA
15,85,9,NA
15,87,27,NA
15,88,12,NA
15,90,4,NA
15,91,3,NA
15,92,176,NA
15,93,541,NA
15,94,14,NA
15,96,3,NA
15,99,1,NA
15,100,13,NA
15,101,9,NA
15,104,4,NA
15,105,202,NA
15,106,172,NA
15,109,5,NA
15,111,45,NA
15,112,16,NA
15,113,11,NA
15,114,44,NA
15,115,2685,NA
15,116,1015,NA
15,117,1812,NA
15,118,2419,NA
15,119,9,NA
15,120,7,NA
15,121,3,NA
15,122,8,NA
15,124,56,NA
15,125,616,NA
15,126,56,NA
16,1,182,NA
16,2,0,NA
16,3,269,NA
16,5,5,NA
16,10,3,NA
16,11,58,NA
16,14,0,NA
16,18,11,NA
16,21,0,NA
16,23,12,NA
16,24,7,NA
16,25,168,NA
16,26,9,NA
16,27,111,NA
16,29,22,NA
16,31,5,NA
16,32,11,NA
16,33,45,NA
16,34,1,NA
16,35,345,NA
16,36,16,NA
16,37,7,NA
16,38,4,NA
16,39,7,NA
16,43,3,NA
16,44,3,NA
16,47,16,NA
16,48,45,NA
16,49,13,NA
16,50,6,NA
16,51,7,NA
16,52,1538,NA
16,53,3476,NA
16,54,2479,NA
16,55,4340,NA
16,56,3456,NA
16,57,1528,NA
16,59,103,NA
16,60,715,NA
16,61,264,NA
16,63,231,NA
16,65,4,NA
16,66,8,NA
16,67,39,NA
16,68,3,NA
16,69,20,NA
16,70,3,NA
16,71,8,NA
16,72,9,NA
16,73,22,NA
16,74,3,NA
16,75,95,NA
16,76,2,NA
16,77,101,NA
16,78,3,NA
16,79,7,NA
16,80,5,NA
16,81,11,NA
16,82,48,NA
16,83,22,NA
16,85,13,NA
16,87,93,NA
16,88,7,NA
16,90,3,NA
16,92,71,NA
16,93,5,NA
16,94,27,NA
16,98,0,NA
16,99,3,NA
16,100,14,NA
16,101,19,NA
16,102,38,NA
16,103,1,NA
16,104,7,NA
16,112,26,NA
16,113,65,NA
16,114,9,NA
16,115,47,NA
16,116,6,NA
16,117,342,NA
16,118,1006,NA
16,121,5,NA
16,122,31,NA
16,123,388,NA
16,124,324,NA
16,125,769,NA
16,126,30,NA
16,127,189,NA
17,0,0,NA
17,1,2,NA
17,3,5,NA
17,5,5,NA
17,7,28,NA
17,8,24,NA
17,11,52,NA
17,12,5,NA
17,15,38,NA
17,17,52,NA
17,21,15,NA
17,26,39,NA
17,28,5,NA
17,30,5,NA
17,31,31,NA
17,33,8,NA
17,34,8,NA
17,37,13,NA
17,39,12,NA
17,43,25,NA
17,45,766,NA
17,46,981,NA
17,48,11,NA
17,49,8,NA
17,50,8,NA
17,51,1199,NA
17,52,3604,NA
17,53,2286,NA
17,54,198,NA
17,55,2128,NA
17,56,270,NA
17,57,622,NA
17,58,439,NA
17,62,7,NA
17,63,3,NA
17,64,9,NA
17,65,208,NA
17,66,148,NA
17,67,1083,NA
17,68,13,NA
17,69,55,NA
17,70,324,NA
17,71,10,NA
17,75,6,NA
17,76,40,NA
17,77,92,NA
17,78,22,NA
17,79,299,NA
17,80,61,NA
17,81,7,NA
17,82,3,NA
17,83,6,NA
17,85,9,NA
17,87,507,NA
17,88,14,NA
17,89,21,NA
17,91,6,NA
17,94,58,NA
17,95,57,NA
17,97,9,NA
17,98,7,NA
17,101,237,NA
17,102,59,NA
17,103,51,NA
17,105,3,NA
17,109,4,NA
17,110,32,NA
17,111,7,NA
