x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,imputed
5,3,1,0,0.1,0.1,0,0.3,0,0.1,0.2,0,0.1,0.1,27304.8,1
5,7,2,0,0.1,0,0.2,0.4,0,0.2,0.7,0,0.3,0.1,47688.8,1
5,8,2,0,0.1,0,0.2,0.4,0,0.2,0.7,0,0.3,0.1,47688.8,1
6,0,4,0.1,0.5,0.2,0,1.1,0,0.5,0.7,0.2,0.3,0.4,109219.2,1
6,1,10,0.1,1.2,0.6,0,2.8,0,1.4,1.7,0.4,0.8,1,273047.9,1
6,7,5,0,0.4,0.1,0.4,1,0,0.4,1.8,0.1,0.7,0.1,119222,1
6,8,21,0,1.4,0.3,1.7,4.3,0,1.7,7.5,0.6,2.9,0.6,500732.3,1
6,9,34,0,5,3,4,5,0,6,6,2,1,2,930915.3,0
6,10,5,0,0.2,0.2,0.2,0.8,0,0.9,1.7,0,0.8,0.2,117975.8,1
7,0,5,0.1,0.6,0.3,0,1.4,0,0.7,0.8,0.2,0.4,0.5,136524,1
7,1,1,0,0.1,0.1,0,0.3,0,0.1,0.2,0,0.1,0.1,27304.8,1
7,2,2,0,0.2,0.1,0,0.6,0,0.3,0.3,0.1,0.2,0.2,54609.6,1
7,3,5,0.1,0.6,0.3,0,1.4,0,0.7,0.8,0.2,0.4,0.5,136524,1
7,6,2,0,0.1,0,0.2,0.4,0,0.2,0.7,0,0.3,0.1,47688.8,1
7,8,15,0,1,0.2,1.2,3.1,0,1.2,5.4,0.4,2.1,0.4,357665.9,1
7,9,43,0,5,0,2,6,1,6,15,4,4,0,1138756.9,0
7,10,28,0,4,0,1,6,0,4,8,0,4,1,723075.3,0
7,11,6,0,0.2,0.2,0.2,0.9,0,1.2,2.1,0,0.9,0.3,141571,1
8,0,17,0.2,2.1,1,0,4.7,0,2.4,2.8,0.7,1.4,1.7,464181.5,1
8,1,4,0.1,0.5,0.2,0,1.1,0,0.5,0.7,0.2,0.3,0.4,109219.2,1
