x,y,value
0,127,65979
1,38,91686
1,39,91686
1,40,91686
1,60,290873
1,61,290873
1,62,290873
1,127,65979
2,38,91686
2,39,91686
2,40,91686
2,60,290873
2,61,290873
2,62,290873
3,38,91686
3,39,91686
3,40,91686
3,60,290873
3,61,290873
3,62,290873
3,113,137388
3,114,137388
3,115,137388
4,35,70241
4,36,70241
4,37,70241
4,113,137388
4,114,137388
4,115,137388
5,35,70241
5,36,70241
5,37,70241
5,113,137388
5,114,137388
5,115,137388
6,33,70549
6,34,70549
6,35,72024
6,36,70241
6,37,70241
6,39,32499
6,40,32499
6,41,32499
6,60,310419
6,61,310419
6,62,310419
7,33,70549
7,34,70549
7,35,70549
7,39,32499
7,40,32499
7,41,32499
7,60,310419
7,61,310419
7,62,310419
7,109,171295
7,110,171295
7,111,171295
8,30,75264
8,31,75264
8,32,75264
8,33,70549
8,34,70549
8,35,70549
8,39,32499
8,40,32499
8,41,32499
8,42,28388
8,43,28388
8,44,28388
8,60,310419
8,61,310419
8,62,310419
8,109,171295
8,110,171295
8,111,171295
9,30,75264
9,31,75264
9,32,75264
9,42,28388
9,43,28388
9,44,28388
9,109,171295
9,110,171295
9,111,171295
10,28,7424
10,29,7424
10,30,75517
10,31,75264
10,32,75264
10,42,28388
10,43,28388
10,44,28388
11,28,7424
11,29,7424
11,30,7424
12,28,7424
12,29,7424
12,30,7424
12,42,26654
12,43,26654
12,44,26654
12,61,291173
12,62,291173
12,63,291173
13,27,7732
13,28,7732
13,29,7732
13,42,26654
13,43,26654
13,44,26654
13,61,291173
13,62,291173
13,63,291173
14,27,7732
14,28,7732
14,29,7732
14,42,26654
14,43,26654
14,44,26654
14,45,31184
14,46,31184
14,47,31184
14,61,291173
14,62,291173
14,63,291173
14,106,158862
14,107,158862
14,108,158862
15,27,7732
15,28,7732
15,29,7732
15,45,31184
15,46,31184
15,47,31184
15,106,158862
15,107,158862
15,108,158862
16,26,7146
16,27,7146
16,28,7146
16,45,31184
16,46,31184
16,47,31184
16,106,158862
16,107,158862
16,108,158862
17,25,6500
17,26,7146
17,27,7146
17,28,7146
17,47,30807
17,48,30807
17,49,30807
18,23,30691
18,24,30691
18,25,31004
18,26,7146
18,27,7146
18,28,7146
18,47,30807
18,48,30807
18,49,30807
18,53,28356
18,54,28356
18,55,28356
19,23,30691
19,24,30691
19,25,31004
19,26,6500
19,27,6500
19,47,30807
19,48,30807
19,49,30807
19,53,28356
19,54,54919
19,55,54919
19,56,46059
20,23,30691
20,24,30691
20,25,30691
20,53,28356
20,54,54919
20,55,54919
20,56,46059
20,62,408604
20,63,408604
20,64,408604
21,20,27198
21,21,27198
21,22,27198
21,54,46059
21,55,46059
21,56,46059
21,62,408604
21,63,408604
21,64,408604
21,103,178975
21,104,178975
21,105,178975
22,20,27198
22,21,27198
22,22,27198
22,62,408604
22,63,408604
22,64,408604
22,103,178975
22,104,178975
22,105,178975
23,20,27198
23,21,27198
23,22,27198
23,53,45787
23,54,45787
23,55,45787
23,103,178975
23,104,178975
23,105,178975
24,53,45787
24,54,45787
24,55,45787
24,64,364227
24,65,364227
24,66,364227
25,19,26591
25,20,26591
25,21,26591
25,53,45787
25,54,45787
25,55,45787
25,64,364227
25,65,364227
25,66,364227
26,19,26591
26,20,26591
26,21,26591
26,54,98914
26,55,98914
26,56,98914
26,64,364227
26,65,364227
26,66,364227
27,19,26591
27,20,26591
27,21,26591
27,54,98914
27,55,98914
27,56,98914
28,54,98914
28,55,98914
28,56,98914
28,67,358744
28,68,358744
28,69,358744
29,54,96899
29,55,96899
29,56,96899
29,67,358744
29,68,358744
29,69,358744
29,96,266505
29,97,266505
29,98,266505
30,54,96899
30,55,96899
30,56,96899
30,67,358744
30,68,358744
30,69,358744
30,96,266505
30,97,266505
30,98,266505
31,54,96899
31,55,96899
31,56,96899
31,96,266505
31,97,266505
31,98,266505
32,67,430026
32,68,430026
32,69,430026
32,94,314853
32,95,314853
32,96,314853
33,16,24504
33,17,24504
33,18,24504
33,67,430026
33,68,430026
33,69,430026
33,94,314853
33,95,314853
33,96,314853
34,16,24504
34,17,24504
34,18,24504
34,67,430026
34,68,430026
34,69,430026
34,94,314853
34,95,314853
34,96,314853
35,12,167174
35,13,167174
35,14,167174
35,16,24504
35,17,24504
35,18,24504
35,20,177337
35,21,177337
35,22,177337
35,24,215970
35,25,215970
35,26,215970
35,28,213375
35,29,213375
35,30,213375
35,56,261621
35,57,261621
35,58,261621
36,12,167174
36,13,167174
36,14,167174
36,20,177337
36,21,177337
36,22,177337
36,24,215970
36,25,215970
36,26,215970
36,28,213375
36,29,213375
36,30,213375
36,33,213848
36,34,213848
36,35,213848
36,56,261621
36,57,261621
36,58,261621
36,91,350236
36,92,350236
36,93,350236
37,12,167174
37,13,167174
37,14,167174
37,20,177337
37,21,177337
37,22,177337
37,24,215970
37,25,215970
37,26,215970
37,28,213375
37,29,213375
37,30,213375
37,33,213848
37,34,213848
37,35,213848
37,56,261621
37,57,261621
37,58,261621
37,91,350236
37,92,350236
37,93,350236
38,14,24504
38,15,24504
38,16,24504
38,33,213848
38,34,213848
38,35,213848
38,38,315328
38,39,315328
38,40,315328
38,69,458861
38,70,458861
38,71,458861
38,91,350236
38,92,350236
38,93,350236
39,14,24504
39,15,24504
39,16,24504
39,38,315328
39,39,315328
39,40,315328
39,69,458861
39,70,458861
39,71,458861
40,14,24504
40,15,24504
40,16,24504
40,38,315328
40,39,315328
40,40,315328
40,69,458861
40,70,458861
40,71,458861
41,61,310412
41,62,310412
41,63,310412
41,87,367827
41,88,367827
41,89,367827
42,4,112140
42,5,112140
42,6,112140
42,42,321394
42,43,321394
42,44,321394
42,61,310412
42,62,310412
42,63,310412
42,71,477146
42,72,477146
42,73,477146
42,87,367827
42,88,367827
42,89,367827
43,4,112140
43,5,112140
43,6,112140
43,14,26126
43,15,26126
43,16,26126
43,42,321394
43,43,321394
43,44,321394
43,61,310412
43,62,310412
43,63,310412
43,71,477146
43,72,477146
43,73,477146
43,87,367827
43,88,367827
43,89,367827
44,1,58839
44,2,58839
44,3,58839
44,4,112140
44,5,112140
44,6,112140
44,14,26126
44,15,26126
44,16,26126
44,42,321394
44,43,321394
44,44,321394
44,63,447995
44,64,447995
44,65,447995
44,71,477146
44,72,477146
44,73,477146
44,83,371767
44,84,371767
44,85,371767
44,102,172799
44,103,172799
44,104,172799
45,1,58839
45,2,58839
45,3,58839
45,14,26126
45,15,26126
45,16,26126
45,45,336377
45,46,336377
45,47,336377
45,63,447995
45,64,447995
45,65,447995
45,83,371767
45,84,371767
45,85,371767
45,95,225574
45,96,225574
45,97,225574
45,102,172799
45,103,183562
45,104,183562
45,105,182530
46,1,58839
46,2,58839
46,3,58839
46,45,336377
46,46,336377
46,47,336377
46,63,447995
46,64,447995
46,65,488694
46,66,439676
46,67,439676
46,83,371767
46,84,371767
46,85,371767
46,90,359265
46,91,359265
46,92,359265
46,93,224973
46,94,224973
46,95,226283
46,96,225574
46,97,225574
46,102,172799
46,103,183562
46,104,183562
46,105,182530
47,45,336377
47,46,336377
47,47,336377
47,65,439676
47,66,439676
47,67,439676
47,85,390443
47,86,390443
47,87,390443
47,90,359265
47,91,359265
47,92,359265
47,93,224973
47,94,224973
47,95,226283
47,96,225574
47,97,225574
47,103,182530
47,104,182530
47,105,182530
47,106,181108
47,107,181108
47,108,181108
48,51,368122
48,52,368122
48,53,368122
48,65,439676
48,66,439676
48,67,439676
48,72,468066
48,73,468066
48,74,468066
48,85,390443
48,86,390443
48,87,390443
48,90,359265
48,91,359265
48,92,359265
48,93,224973
48,94,224973
48,95,224973
48,106,181108
48,107,181108
48,108,181108
49,10,28231
49,11,28231
49,12,28231
49,51,368122
49,52,368122
49,53,368122
49,54,369172
49,55,369172
49,56,369172
49,72,468066
49,73,468066
49,74,468066
49,79,422941
49,80,422941
49,81,422941
49,82,392154
49,83,392154
49,84,392154
49,85,390443
49,86,390443
49,87,390443
49,106,181108
49,107,181108
49,108,181108
50,10,28231
50,11,28231
50,12,28231
50,51,368122
50,52,368122
50,53,368122
50,54,369172
50,55,369172
50,56,369172
50,72,468066
50,73,468066
50,74,468066
50,79,422941
50,80,422941
50,81,422941
50,82,392154
50,83,392154
50,84,392154
50,109,182625
50,110,182625
50,111,182625
51,10,28231
51,11,28231
51,12,28231
51,54,369172
51,55,369172
51,56,369172
51,57,357608
51,58,357608
51,59,357608
51,61,498627
51,62,498627
51,63,498627
51,64,552683
51,65,552683
51,66,574147
51,67,427715
51,68,427715
51,73,511400
51,74,511400
51,75,511400
51,79,422941
51,80,422941
51,81,422941
51,82,392154
51,83,392154
51,84,392154
51,109,182625
51,110,182625
51,111,182625
52,57,357608
52,58,357608
52,59,357608
52,61,498627
52,62,498627
52,63,498627
52,64,552683
52,65,552683
52,66,574147
52,67,427715
52,68,427715
52,69,586885
52,70,586885
52,71,586885
52,73,511400
52,74,511400
52,75,511400
52,109,182625
52,110,182625
52,111,182625
52,124,91998
52,125,91998
52,126,91998
53,4,93977
53,5,93977
53,6,93977
53,57,357608
53,58,357608
53,59,357608
53,61,498627
53,62,498627
53,63,498627
53,64,552683
53,65,552683
53,66,574147
53,67,427715
53,68,427715
53,69,586885
53,70,586885
53,71,586885
53,72,681803
53,73,687681
53,74,687681
53,75,511400
53,76,695508
53,77,695508
53,78,695508
53,115,179693
53,116,179693
53,117,179693
53,120,92076
53,121,92076
53,122,92076
53,124,91998
53,125,91998
53,126,91998
54,4,93977
54,5,93977
54,6,93977
54,69,586885
54,70,586885
54,71,586885
54,72,681803
54,73,681803
54,74,681803
54,76,695508
54,77,695508
54,78,695508
54,115,179693
54,116,179693
54,117,179693
54,120,92076
54,121,92076
54,122,92076
54,124,91998
54,125,91998
54,126,91998
55,4,93977
55,5,93977
55,6,93977
55,72,681803
55,73,681803
55,74,681803
55,76,695508
55,77,775443
55,78,775443
55,79,656040
55,115,179693
55,116,179693
55,117,179693
55,120,92076
55,121,92076
55,122,92076
56,4,97149
56,5,97149
56,6,97149
56,72,530859
56,73,530859
56,74,530859
56,77,656040
56,78,656040
56,79,656040
56,91,421635
56,92,421635
56,93,421635
57,4,97149
57,5,97149
57,6,97149
57,72,530859
57,73,530859
57,74,530859
57,77,656040
57,78,713038
57,79,713038
57,80,694994
57,81,554504
57,82,554504
57,83,452214
57,84,452214
57,85,458625
57,86,456634
57,87,456634
57,88,442659
57,89,442659
57,90,442659
57,91,421635
57,92,421635
57,93,421635
58,4,97149
58,5,97149
58,6,97149
58,69,477253
58,70,477253
58,71,477253
58,78,685296
58,79,685296
58,80,694994
58,81,554504
58,82,554504
58,83,452214
58,84,452214
58,85,458625
58,86,456634
58,87,456634
58,88,442659
58,89,442659
58,90,442659
58,91,421635
58,92,421635
58,93,421635
58,94,308051
58,95,308075
58,96,308075
58,97,235563
59,4,97543
59,5,97543
59,6,97543
59,69,477253
59,70,477253
59,71,477253
59,78,685296
59,79,685296
59,80,694994
59,81,554504
59,82,554504
59,83,452214
59,84,452214
59,85,458625
59,86,456634
59,87,456634
59,88,442659
59,89,442659
59,90,442659
59,94,308051
59,95,308075
59,96,308075
59,97,235900
59,98,208889
60,4,97543
60,5,97543
60,6,97543
60,69,477253
60,70,477253
60,71,477253
60,94,308051
60,95,308075
60,96,308075
60,97,235900
60,98,208889
61,4,97543
61,5,97543
61,6,97543
61,77,573516
61,78,573516
61,79,573516
61,80,488747
61,81,488747
61,82,488747
61,96,208889
61,97,208889
61,98,208889
62,77,573516
62,78,573516
62,79,573516
62,80,488747
62,81,488747
62,82,488747
63,65,454162
63,66,454162
63,67,454162
63,77,573516
63,78,573516
63,79,573516
63,80,488747
63,81,488747
63,82,488747
63,100,204657
63,101,204657
63,102,204657
64,5,73964
64,6,73964
64,7,73964
64,65,454162
64,66,454162
64,67,454162
64,77,506516
64,78,506516
64,79,506516
64,81,485362
64,82,485362
64,83,485362
64,100,204657
64,101,204664
64,102,204664
64,103,204614
65,5,73964
65,6,73964
65,7,73964
65,65,454162
65,66,454162
65,67,454162
65,77,506516
65,78,506516
65,79,506516
65,81,485362
65,82,485362
65,83,485362
65,100,204657
65,101,204664
65,102,204664
65,103,204614
66,5,73964
66,6,73964
66,7,73964
66,77,506516
66,78,506516
66,79,506516
66,81,485362
66,82,485362
66,83,485362
66,101,204614
66,102,204614
66,103,213236
66,104,212956
66,105,212956
67,64,443817
67,65,443817
67,66,443817
67,103,212956
67,104,212956
67,105,212956
67,107,200617
67,108,200617
67,109,200617
68,4,77491
68,5,77491
68,6,77491
68,64,443817
68,65,443817
68,66,443817
68,103,212956
68,104,212956
68,105,212956
68,107,200617
68,108,200617
68,109,200617
68,111,173743
68,112,173743
68,113,173743
68,116,173631
68,117,173631
68,118,173631
68,123,158203
68,124,158203
68,125,158203
68,127,26955
69,4,77491
69,5,77491
69,6,77491
69,64,443817
69,65,443817
69,66,443817
69,107,200617
69,108,200617
69,109,200617
69,111,173743
69,112,173743
69,113,173743
69,116,173631
69,117,173631
69,118,173631
69,123,158203
69,124,158203
69,125,158203
69,127,26955
70,4,77491
70,5,77491
70,6,77491
70,77,490078
70,78,490078
70,79,490078
70,84,469676
70,85,469676
70,86,469676
70,111,173743
70,112,173743
70,113,173743
70,116,173631
70,117,173631
70,118,173631
70,123,158203
70,124,158203
70,125,158203
70,127,26955
71,77,490078
71,78,490078
71,79,490078
71,84,469676
71,85,469676
71,86,469676
72,77,490078
72,78,490078
72,79,490078
72,84,469676
72,85,472367
72,86,472367
72,87,471545
73,85,471545
73,86,471545
73,87,471545
74,3,78121
74,4,78121
74,5,78121
74,61,326053
74,62,326053
74,63,326053
74,77,456273
74,78,456273
74,79,456273
74,85,471545
74,86,471545
74,87,471545
75,3,78121
75,4,78121
75,5,78121
75,61,326053
75,62,326053
75,63,326053
75,77,456273
75,78,456273
75,79,456273
75,86,434370
75,87,434370
75,88,434370
76,3,78121
76,4,78121
76,5,78121
76,61,326053
76,62,326053
76,63,326053
76,77,456273
76,78,456273
76,79,456273
76,86,434370
76,87,434370
76,88,434370
77,86,434370
77,87,457686
77,88,457686
77,89,428570
78,3,78822
78,4,78822
78,5,78822
78,87,428570
78,88,428570
78,89,428570
79,3,78822
79,4,78822
79,5,78822
79,87,428570
79,88,428570
79,89,428570
80,3,78822
80,4,78822
80,5,78822
80,58,326261
80,59,326261
80,60,326261
81,58,326261
81,59,326261
81,60,326261
81,74,247329
81,75,247329
81,76,247329
82,2,82662
82,3,82662
82,4,82662
82,58,326261
82,59,326261
82,60,326261
82,74,247329
82,75,247329
82,76,247329
83,2,82662
83,3,82662
83,4,82662
83,49,221478
83,50,221478
83,51,221478
83,74,247329
83,75,247329
83,76,247329
83,88,388133
83,89,388133
83,90,388133
84,2,82662
84,3,82662
84,4,82662
84,45,228247
84,46,228247
84,47,228247
84,49,221478
84,50,221478
84,51,221478
84,88,388133
84,89,388133
84,90,388133
85,45,228247
85,46,228247
85,47,228247
85,49,221478
85,50,221478
85,51,221478
85,88,388133
85,89,388133
85,90,388133
86,45,228247
86,46,228247
86,47,228247
87,42,227199
87,43,227199
87,44,227199
87,74,399810
87,75,399810
87,76,399810
87,90,336013
87,91,336013
87,92,336013
88,3,85560
88,4,85560
88,5,85560
88,42,227199
88,43,227199
88,44,227199
88,74,399810
88,75,399810
88,76,399810
88,90,336013
88,91,336013
88,92,336013
89,3,85560
89,4,85560
89,5,85560
89,42,227199
89,43,227199
89,44,227199
89,74,399810
89,75,399810
89,76,399810
89,90,336013
89,91,336013
89,92,336013
90,3,85560
90,4,85560
90,5,85560
90,91,352258
90,92,352258
90,93,352258
91,2,86038
91,3,86038
91,4,86038
91,91,352258
91,92,352258
91,93,352258
92,2,86038
92,3,86038
92,4,86038
92,73,247305
92,74,247305
92,75,247305
92,91,352258
92,92,352258
92,93,352258
93,2,86038
93,3,86038
93,4,86038
93,37,190594
93,38,190594
93,39,190594
93,73,247305
93,74,247305
93,75,247305
94,37,190594
94,38,190594
94,39,190594
94,58,63072
94,59,63072
94,60,63072
94,62,72883
94,63,72883
94,64,72883
94,73,247305
94,74,247305
94,75,247305
95,22,54330
95,23,54330
95,24,54330
95,37,190594
95,38,190594
95,39,190594
95,49,64504
95,50,64504
95,51,64504
95,58,63072
95,59,63072
95,60,63072
95,62,72883
95,63,72883
95,64,72883
96,1,180913
96,2,180913
96,3,180913
96,5,48902
96,6,48902
96,7,48902
96,9,49018
96,10,49018
96,11,49018
96,16,48652
96,17,48652
96,18,48652
96,22,54330
96,23,54330
96,24,77074
96,25,75644
96,26,75644
96,49,64504
96,50,64504
96,51,64504
96,58,63072
96,59,63072
96,60,63072
96,62,72883
96,63,72883
96,64,72883
96,67,70947
96,68,70947
96,69,70947
97,1,180913
97,2,180913
97,3,180913
97,5,48902
97,6,48902
