x,y,value
0,3,1046714
0,4,1046714
0,5,1047876
0,6,566478
0,7,566478
0,8,565243
0,9,893226
0,10,893226
0,11,893226
0,30,44157
0,31,44167
0,32,44167
0,33,39868
0,34,39868
0,35,39627
0,46,31020
0,47,31020
0,48,31020
0,113,79624
0,114,79624
0,115,79766
0,116,79766
0,117,79766
0,118,77663
1,0,1610737
1,3,1046714
1,4,1046714
1,5,1047876
1,6,566107
1,7,566107
1,28,48568
1,29,48568
1,30,48639
1,31,44167
1,32,44167
1,33,39868
1,34,39868
1,35,39627
1,38,33851
1,39,33851
1,40,33851
1,46,31020
1,47,31020
1,48,31020
1,109,77453
1,110,77453
1,111,98076
1,112,79646
1,113,79766
1,114,79624
1,115,79766
1,116,79348
1,117,79348
2,0,1610737
2,11,342803
2,12,342803
2,13,342803
2,26,51529
2,27,51529
2,28,54038
2,29,48568
2,30,48639
2,31,44167
2,32,44167
2,33,39865
2,38,33851
2,39,36953
2,40,36953
2,41,8660
2,46,31020
2,47,31020
2,48,31020
2,107,69787
2,108,69787
2,109,77667
2,110,77453
2,111,98076
2,112,79646
2,113,79766
2,114,79624
2,115,79766
2,116,79348
2,117,79348
3,0,1610737
3,11,342803
3,12,342803
3,13,342803
3,24,51712
3,25,51712
3,26,51794
3,27,51529
3,28,54038
3,29,48568
3,30,48568
3,38,33851
3,39,36953
3,40,36953
3,41,8660
3,100,15229
3,101,15229
3,102,15229
3,103,68514
3,104,68514
3,105,68514
3,107,69787
3,108,69787
3,109,77667
3,110,77453
3,111,98076
3,112,79646
3,113,79646
4,11,342803
4,12,358438
4,13,358438
4,14,357309
4,17,87929
4,18,88761
4,19,88761
4,20,88487
4,21,70225
4,22,70225
4,23,70713
4,24,70713
4,25,70713
4,26,51794
4,27,51529
4,28,51529
4,39,8660
4,40,8660
4,41,8660
4,100,15229
4,101,15229
4,102,15229
4,103,68514
4,104,68514
4,105,68514
4,107,69787
4,108,69787
4,109,69787
5,12,357309
5,13,357309
5,14,357309
5,15,166110
5,16,166110
5,17,166756
5,18,88761
5,19,88761
5,20,88487
5,21,70225
5,22,70225
5,23,70713
5,24,70713
5,25,70713
5,26,51712
5,100,15229
5,101,15229
5,102,15229
5,103,68514
5,104,68514
5,105,68514
6,12,357309
