x,y,0_5,100_,10_15,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_55,55_60,5_10,60_65,65_70,70_75,75_80,80_85,85_90,90_95,95_100,f,m,pop
0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,9
0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1,33,0,0,0,0,3,0,0,0,0,3,0,3,0,3,3,0,0,3,0,0,3,6,9,15
1,50,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,6
1,70,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3
2,22,4,0,5,3,3,3,3,3,6,5,3,3,5,5,6,5,5,3,0,0,0,37,28,65
2,32,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,3,5,8
2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3
2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,70,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,4,8
3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
3,22,10,0,29,14,9,8,6,13,9,16,24,23,13,19,28,34,17,18,5,0,0,126,169,295
3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,7
3,46,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,3,0,3,0,0,0,6,8,14
3,68,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
4,21,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,0,0,0,0,0,0,5,8,13
4,22,0,0,0,0,3,0,4,0,3,3,7,8,0,3,4,12,4,6,3,0,0,31,32,63
4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,44,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,7
4,54,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,6,3,9
4,55,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,8,11
4,56,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,3,0,6,6,12
4,66,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,6,9
4,67,0,0,3,3,0,3,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,8,9,17
4,68,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,8,14
4,70,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3
5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,4,7,11
5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,6
5,23,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,7,13
5,39,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3
5,40,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,3,7,10
5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,8,8,16
5,47,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,7
5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,65,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,5,6,11
5,66,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,3,5,9,14
5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
5,68,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,6,11
5,69,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,4,10
5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
6,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,3
6,26,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,4,5,9
6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,4,5,9
