x,y,elevation
0,0,1309
0,1,1246
0,2,1152
0,3,1000
0,4,991
0,5,1045
0,6,1144
0,7,1289
0,8,1381
0,9,1435
0,10,1461
0,11,1518
0,12,1594
0,13,1657
0,14,1761
0,15,1841
0,16,1829
0,17,1724
0,18,1599
0,19,1463
0,20,1330
0,21,1209
0,22,1076
0,23,879
0,24,920
0,25,1021
0,26,1040
0,27,1088
0,28,1174
0,29,1230
0,30,1265
0,31,1295
0,32,1357
0,33,1393
0,34,1439
0,35,1496
0,36,1480
0,37,1570
0,38,1680
0,39,1580
0,40,1491
0,41,1554
0,42,1550
0,43,1552
0,44,1498
0,45,1416
0,46,1493
0,47,1682
0,48,1624
0,49,1570
0,50,1610
0,51,1662
0,52,1784
0,53,1902
0,54,2014
0,55,2017
0,56,2136
0,57,2323
0,58,2270
0,59,2189
0,60,2106
0,61,2038
0,62,2044
0,63,2080
0,64,2001
0,65,1992
0,66,2078
0,67,2105
0,68,2009
0,69,1910
0,70,1829
0,71,1761
0,72,1716
0,73,1667
0,74,1523
0,75,1230
0,76,955
0,77,794
0,78,694
0,79,881
0,80,1126
0,81,1136
0,82,1173
0,83,1421
0,84,1658
0,85,1701
0,86,1729
0,87,1701
0,88,1638
0,89,1552
0,90,1474
0,91,1496
0,92,1595
0,93,1684
0,94,1723
0,95,1700
0,96,1664
0,97,1591
0,98,1598
0,99,1630
0,100,1693
0,101,1787
0,102,1775
0,103,1723
0,104,1770
0,105,1792
0,106,1652
0,107,1579
0,108,1604
0,109,1468
0,110,1301
0,111,1234
0,112,1153
0,113,1111
0,114,1105
0,115,1092
0,116,1090
0,117,1074
0,118,1075
0,119,1061
0,120,1023
0,121,986
0,122,945
0,123,913
0,124,879
0,125,821
0,126,770
0,127,703
1,0,1302
1,1,1276
1,2,1189
1,3,1031
1,4,1032
1,5,1061
1,6,1127
1,7,1214
1,8,1298
1,9,1376
1,10,1416
1,11,1528
1,12,1609
1,13,1671
1,14,1772
1,15,1748
1,16,1641
1,17,1584
1,18,1559
1,19,1463
1,20,1306
1,21,1168
1,22,981
1,23,845
1,24,985
1,25,1033
1,26,1050
1,27,1110
1,28,1206
1,29,1251
1,30,1271
1,31,1294
1,32,1333
1,33,1360
1,34,1401
1,35,1448
1,36,1542
1,37,1651
1,38,1632
1,39,1501
1,40,1453
1,41,1483
1,42,1497
1,43,1475
1,44,1393
1,45,1471
1,46,1779
1,47,1881
1,48,1720
1,49,1667
1,50,1687
1,51,1737
1,52,1851
1,53,1991
1,54,2102
1,55,2127
1,56,2131
1,57,2196
1,58,2142
1,59,2215
1,60,2167
1,61,2052
1,62,1986
1,63,2014
1,64,2004
1,65,2094
1,66,2146
1,67,2131
1,68,2079
1,69,2019
1,70,1962
1,71,1885
