x,y,value
0,59,49366
0,60,49366
0,61,49366
0,83,50171
0,84,50171
0,85,50171
1,112,61871
1,113,61871
1,114,61871
2,59,50070
2,60,50070
2,61,50070
2,112,61871
2,113,61871
2,114,61871
3,59,50070
3,60,50070
3,61,50070
3,112,61871
3,113,61871
3,114,61871
4,57,40930
4,58,40930
4,59,51304
4,60,50070
4,61,50070
4,85,49744
4,86,49744
4,87,49744
5,57,40930
5,58,40930
5,59,40930
5,85,49744
5,86,49744
5,87,49744
6,57,40930
6,58,40930
6,59,40930
6,85,49744
6,86,49744
6,87,49744
7,54,38001
7,55,38001
7,56,38001
7,111,58785
7,112,58785
7,113,58785
8,54,38001
8,55,38001
8,56,38001
8,111,58785
8,112,58785
8,113,58785
9,54,38001
9,55,38001
9,56,38001
9,111,58785
9,112,58785
9,113,58785
11,45,11832
11,46,11832
11,47,11832
11,86,22381
11,87,22381
11,88,22381
12,45,11832
12,46,11832
12,47,11832
12,86,22381
12,87,22381
12,88,22381
12,110,59674
12,111,59674
12,112,59674
13,45,11832
13,46,11832
13,47,11832
13,86,22381
13,87,22381
13,88,22381
13,110,59674
13,111,59674
13,112,59674
14,110,59674
14,111,59674
14,112,59674
15,110,58914
15,111,58914
15,112,58914
16,110,58914
16,111,58914
16,112,58914
17,110,58914
17,111,58914
17,112,58914
18,110,58839
18,111,58839
18,112,58839
19,87,172121
19,88,172121
19,89,172121
19,110,58839
19,111,58839
19,112,58839
20,87,172121
20,88,172121
20,89,172121
20,110,58839
20,111,59649
20,112,59649
20,113,58849
21,87,172121
21,88,172121
21,89,172121
21,111,58849
21,112,58849
21,113,58849
22,111,58849
22,112,58849
22,113,58849
23,112,57426
23,113,57426
23,114,57426
24,112,57426
24,113,57426
24,114,57426
25,88,22423
25,89,22423
25,90,22423
25,112,57426
25,113,57426
25,114,57426
26,88,22423
26,89,22423
26,90,22423
26,111,56494
26,112,56494
26,113,56494
27,88,22423
27,89,23929
27,90,23929
27,91,23009
27,111,56494
27,112,56494
27,113,56494
28,89,23009
28,90,23009
28,91,23009
28,111,56494
28,112,56494
28,113,56494
29,89,23009
29,90,23009
29,91,23009
31,109,51991
31,110,51991
31,111,51991
32,109,51991
32,110,51991
32,111,51991
33,3,2691
33,4,2691
33,5,2691
33,109,51991
33,110,51991
33,111,51991
34,0,2394
34,1,2394
34,3,2691
34,4,2691
34,5,2691
34,90,14365
34,91,14365
34,92,14365
35,0,2394
35,1,2394
35,3,2691
35,4,2691
35,5,2691
35,7,3177
35,8,3177
35,9,3177
35,90,14365
35,91,14365
35,92,14365
36,0,2394
36,1,2394
36,7,3177
36,8,3177
36,9,3177
36,90,14365
36,91,14365
36,92,14365
37,7,3177
37,8,3177
37,9,3177
38,108,36508
38,109,36508
38,110,36508
39,10,7580
39,11,7580
39,12,7580
39,108,36508
39,109,36508
39,110,36508
40,10,7580
40,11,7580
40,12,7580
40,91,15603
40,92,15603
40,93,15603
40,108,36508
40,109,36508
40,110,36508
41,10,7580
41,11,7580
41,12,7580
41,91,15603
41,92,15603
41,93,15603
42,12,8394
42,13,8394
42,14,8394
42,91,15603
42,92,15603
42,93,15603
42,109,37789
42,110,37789
42,111,37789
43,12,8394
43,13,8394
43,14,8394
43,109,37789
