x,y,TOT_P,avg_time_nearest_ep,avg_time_nearest_h
0,0,4,24.3,10
0,3,50,25.8,14
0,4,103,24.2,15
0,7,36,20.5,15
0,19,7,15.5,22
0,36,4,7.3,20
0,37,125,9.4,23
0,43,61,5.2,24
0,44,39,6.8,25
0,48,64,9.1,22
0,52,169,5.8,20
0,55,3,8,14
0,56,0,8.5,14
0,57,5,8.4,13
0,58,135,7.3,12
0,59,421,8,13
0,60,3,9.6,15
0,61,0,9.8,15
0,62,39,9,15
0,66,151,6.7,20
0,67,30,5.8,19
0,70,456,2.5,16
0,71,1320,1.5,15
0,72,476,1.7,14
0,73,438,3.8,15
0,74,29,6.1,13
0,76,17,7,9
0,77,465,5.5,8
0,78,153,5.3,7
0,79,3133,2.5,4
0,80,2776,1,3
0,81,698,3.1,5
0,82,365,4.1,7
0,83,24,4.7,7
0,85,5,4.3,12
0,86,6,5.6,16
0,87,0,3.4,13
0,88,0,2.2,12
0,89,13,3.3,13
0,96,12,2.1,21
0,97,8,2.6,21
0,98,22,3.5,22
0,99,22,5.8,24
0,100,135,5.8,23
0,101,6,7.5,25
0,107,8,6,16
0,108,50,11.5,25
0,109,138,6.3,12
0,110,149,8,12
0,111,22,8.2,10
0,112,0,6.5,9
0,113,0,6.4,9
0,114,116,5.7,8
0,117,12,2,3
0,118,239,0.6,3
0,120,0,3,4
0,121,16,4.9,6
0,125,147,9.7,11
0,126,69,8,13
0,127,4,7.6,15
1,0,0,23.4,11
1,4,15,23.1,13
1,8,97,20.1,17
1,9,74,19.8,17
1,15,10,16.5,19
1,28,6,17.6,26
1,34,112,9,19
1,38,3,11.2,25
1,41,38,7.2,26
1,42,6,4.9,24
1,43,7,4.6,23
1,48,194,6.8,20
1,54,0,3.5,16
1,55,75,6.2,17
1,56,58,4.7,14
1,58,114,7.1,12
1,62,107,9.3,17
1,63,3,7.6,17
1,64,194,7.4,18
1,70,334,2.5,16
1,71,0,3.2,16
1,72,26,3.8,16
1,74,3,7.3,15
1,78,0,5.1,7
1,79,278,2.2,4
1,80,164,3.7,5
1,81,45,3.5,5
1,83,37,6.1,9
1,84,10,5.7,8
1,86,0,3.9,12
1,87,53,4.8,15
1,89,120,4.2,14
1,90,35,4.5,14
1,95,50,4.6,21
1,96,178,4.9,23
1,99,6,6.7,25
1,100,48,7.8,26
1,101,34,7.2,24
1,105,7,7.3,18
1,107,8,10.1,22
1,108,8,5.4,14
1,109,89,5.1,13
1,110,6,8.8,12
1,115,0,2.3,5
1,116,127,2.6,5
1,117,1725,3.1,4
1,118,1634,1.3,2
1,119,32,2.2,3
1,122,131,6.7,8
1,123,0,7.1,8
1,126,0,10.5,14
2,4,6,22.4,12
2,5,5,23.2,13
2,8,30,20.2,15
2,9,14,17.6,16
2,10,321,17.1,17
2,11,99,19.2,19
2,20,0,11.4,23
2,23,5,9.2,21
2,24,19,8.2,20
2,25,0,7.8,19
2,30,5,12.4,19
2,31,155,10.7,18
2,32,9,12.9,20
2,33,6,14,23
2,34,13,10.5,20
2,41,61,7,26
2,43,70,5.2,22
2,50,0,4.7,18
2,53,195,2.9,17
