x,y,NA,TOT,du,lr,r,sbu,sdu,uc,vlr
0,89,0,1,0,0,0,0,0,0,1
0,90,0,1,0,0,0,0,0,0,1
0,91,0,1,0,1,0,0,0,0,0
0,92,0,2,0,0,0,0,0,0,2
0,99,0,1,0,1,0,0,0,0,0
0,100,0,1,0,0,0,0,0,0,1
0,101,0,2,0,0,0,0,0,0,2
0,102,0,3,0,1,1,0,0,0,1
0,103,0,2,0,1,0,0,0,0,1
0,110,0,2,0,0,0,0,0,0,2
0,111,0,2,0,1,0,0,0,0,1
0,116,0,3,0,1,0,2,0,0,0
0,117,0,3,0,0,0,2,0,0,1
0,118,0,2,0,1,0,0,0,0,1
0,119,0,2,0,2,0,0,0,0,0
0,120,0,1,0,0,0,0,0,0,1
0,121,0,3,0,0,0,0,0,0,3
0,122,0,2,0,0,0,0,0,0,2
0,123,0,3,0,1,0,0,0,0,2
0,124,0,1,0,0,0,0,0,0,1
0,125,0,3,0,2,0,0,0,0,1
0,126,0,4,0,2,0,0,0,0,2
0,127,0,4,0,2,2,0,0,0,0
1,89,0,3,0,0,0,0,0,0,3
1,90,0,3,0,0,0,0,0,0,3
1,91,0,2,0,1,0,0,0,0,1
1,92,0,3,0,0,0,0,0,0,3
1,98,0,2,0,0,0,0,0,0,2
1,100,0,1,0,1,0,0,0,0,0
1,102,0,3,0,0,1,0,0,0,2
1,108,0,1,0,0,0,0,0,0,1
1,109,0,2,0,2,0,0,0,0,0
1,110,0,2,0,0,0,0,0,0,2
1,112,0,2,0,1,1,0,0,0,0
1,113,0,1,0,0,0,0,0,0,1
1,116,0,4,0,0,0,2,0,0,2
1,118,0,3,0,2,0,0,0,0,1
1,119,0,1,0,0,0,0,0,0,1
1,120,0,2,0,0,0,0,0,0,2
1,121,0,2,0,0,0,0,0,0,2
1,122,0,4,0,0,0,0,0,0,4
1,123,0,4,0,0,0,0,0,0,4
1,124,0,3,0,1,0,0,0,0,2
1,125,0,3,0,3,0,0,0,0,0
1,126,0,4,0,0,0,0,0,0,4
1,127,0,2,0,0,0,0,0,0,2
2,88,1,1,0,0,0,0,0,0,0
2,89,0,1,0,0,0,0,0,0,1
2,90,0,1,0,1,0,0,0,0,0
2,91,0,3,0,1,2,0,0,0,0
2,100,0,2,0,0,0,0,0,0,2
2,112,0,2,0,1,0,0,0,0,1
2,113,0,1,0,0,0,0,0,0,1
2,116,0,3,0,1,0,0,0,0,2
2,117,0,2,0,0,0,0,0,0,2
2,118,0,4,0,2,0,0,0,0,2
2,119,0,1,0,0,0,0,0,0,1
2,120,0,1,0,0,0,0,0,0,1
2,121,0,2,0,0,0,0,0,0,2
2,122,0,4,0,0,0,0,0,0,4
2,123,0,2,0,0,0,0,0,0,2
2,124,0,3,0,0,0,0,0,0,3
2,125,0,2,0,0,0,0,0,0,2
2,127,0,2,0,0,0,0,0,0,2
3,88,0,2,0,1,0,0,0,0,1
3,89,0,1,0,0,0,0,0,0,1
3,90,0,2,0,0,0,0,0,0,2
3,91,0,1,0,0,1,0,0,0,0
3,102,0,1,0,0,0,0,0,0,1
3,116,0,3,0,2,0,0,0,0,1
3,117,0,3,0,2,0,0,0,0,1
3,118,0,1,0,1,0,0,0,0,0
3,120,0,4,0,0,0,0,0,0,4
3,121,0,1,0,1,0,0,0,0,0
3,122,0,4,0,1,0,0,0,0,3
3,123,0,2,0,0,0,0,0,0,2
3,124,0,1,0,0,0,0,0,0,1
3,125,0,2,0,0,0,0,0,0,2
3,127,0,4,0,1,0,0,0,0,3
4,88,0,2,0,0,0,0,0,0,2
4,89,0,1,0,0,0,0,0,0,1
4,101,0,2,0,0,0,0,0,0,2
4,102,0,1,0,0,0,0,0,0,1
4,109,0,3,0,0,0,0,0,0,3
4,110,0,2,0,0,0,0,0,0,2
4,116,0,2,0,2,0,0,0,0,0
4,117,0,4,0,2,0,0,0,0,2
4,118,0,2,0,0,0,0,0,0,2
4,119,0,2,0,1,0,0,0,0,1
4,120,0,2,0,0,0,0,0,0,2
4,121,0,2,0,1,0,0,0,0,1
