x,y,val
13,0,26391
14,10,374
11,11,31
11,13,5
12,2,1658
10,4,80
5,11,1
11,6,6
2,8,1
4,15,8
4,6,3
2,11,15
6,10,2
0,11,12
9,9,5
14,2,13877
10,11,1
10,0,996
2,2,1
3,7,2
7,1,178
4,9,5
4,4,2
9,7,4469
14,0,19183
8,1,5
3,3,3
1,9,60
15,11,142
10,14,2
13,10,272
13,15,36
6,2,29
8,8,40
4,2,4190
12,3,261
2,7,1
5,0,182
10,12,10
8,0,1707
4,13,5
10,2,6
2,13,3
5,7,451
0,2,15
5,9,9
7,3,15
1,11,5
12,13,5
12,6,1013
1,14,13
1,0,307
1,8,73
13,13,12
10,1,43
8,14,43
11,14,428
6,12,6
8,7,2021
15,0,1528
11,0,2415
9,14,14
6,11,1
15,8,48
6,14,44
4,8,286
0,10,49
13,1,904
2,0,3
14,13,11
9,3,33
12,1,4022
10,5,220
12,14,2
5,10,2
11,5,2458
0,8,5
12,4,908
6,4,44
14,3,299
15,3,550
8,11,1
13,9,20
8,15,1
1,2,2
7,4,28
6,0,168
3,9,9
8,6,4715
11,1,1998
6,6,17
3,0,5
2,4,898
10,7,20
11,8,346
13,11,49
1,7,963
14,1,6671
14,7,43
14,15,1649
1,10,62
13,3,2847
0,13,788
5,4,5
6,8,408
9,0,88
7,0,3057
1,12,5
15,4,1471
10,8,335
0,0,38
1,6,163
4,7,1
3,14,2
13,14,2
7,9,1
13,5,5
2,12,1
2,3,95
15,12,60
7,2,2
1,13,65
9,8,82
12,8,31
10,6,9
15,7,10
5,14,44
14,11,108
9,12,7
7,14,1
11,2,4320
10,3,1769
2,5,356
13,12,11
3,1,5
6,3,146
2,9,33
4,1,983
9,5,2363
15,14,109
2,6,382
9,6,2393
6,15,38
0,9,61
5,3,213
13,8,53
15,1,18180
5,5,362
15,9,189
0,6,2
9,11,19
2,10,13
2,1,2
9,4,733
9,15,1
15,2,6060
4,3,2
7,6,131
12,7,283
9,13,72
7,7,133
11,7,354
11,12,10
1,5,10
0,7,57
3,4,3
14,5,26
12,11,19
12,12,35
7,10,4
14,4,97
1,4,2
11,15,3
13,2,543
0,12,12
15,15,1812
5,15,561
11,3,5422
6,7,525
13,4,38
1,3,1
3,5,1
8,5,8001
10,13,101
11,9,2
14,12,14
12,0,479
2,15,3
11,4,5257
8,4,417
15,10,5857
4,5,7
3,6,3
15,6,68
5,8,3175
15,13,6
10,10,17
0,3,4
12,5,782
14,14,267
7,5,1
0,1,537
14,6,91
5,2,49
2,14,1
5,1,161
15,5,56
3,2,832
8,9,1
