x,y,elevation
0,0,200
0,1,202
0,2,206
0,3,209
0,4,209
0,5,212
0,6,218
0,7,234
0,8,227
0,9,218
0,10,226
0,11,238
0,12,229
0,13,224
0,14,226
0,15,226
0,16,213
0,17,209
0,18,203
0,19,199
0,20,202
0,21,212
0,22,211
0,23,206
0,24,212
0,25,204
0,26,198
0,27,189
0,28,187
0,29,191
0,30,195
0,31,196
0,32,193
0,33,191
0,34,192
0,35,192
0,36,191
0,37,192
0,38,192
0,39,195
0,40,198
0,41,202
0,42,208
0,43,206
0,44,201
0,45,207
0,46,207
0,47,216
0,48,223
0,49,226
0,50,226
0,51,231
0,52,245
0,53,236
0,54,232
0,55,241
0,56,248
0,57,260
0,58,249
0,59,251
0,60,267
0,61,253
0,62,234
0,63,232
0,64,228
0,65,235
0,66,247
0,67,263
0,68,279
0,69,277
0,70,264
0,71,257
0,72,261
0,73,263
0,74,264
0,75,270
0,76,277
0,77,282
0,78,288
0,79,279
0,80,265
0,81,268
0,82,274
0,83,285
0,84,300
0,85,306
0,86,307
0,87,305
0,88,319
0,89,315
0,90,312
0,91,293
0,92,275
0,93,273
0,94,272
0,95,269
0,96,266
0,97,264
0,98,264
0,99,264
0,100,265
0,101,269
0,102,279
0,103,306
0,104,294
0,105,290
0,106,296
0,107,307
0,108,327
0,109,347
0,110,356
0,111,325
0,112,312
0,113,315
0,114,320
0,115,322
0,116,312
0,117,311
0,118,310
0,119,309
0,120,314
0,121,305
0,122,305
0,123,320
0,124,354
0,125,378
0,126,412
0,127,418
1,0,197
1,1,198
1,2,198
1,3,201
1,4,200
1,5,206
1,6,212
1,7,220
1,8,215
1,9,208
1,10,207
1,11,222
1,12,233
1,13,220
1,14,211
1,15,221
1,16,223
1,17,213
1,18,204
1,19,203
1,20,201
1,21,211
1,22,211
1,23,203
1,24,204
1,25,205
1,26,200
1,27,189
1,28,189
1,29,193
1,30,194
1,31,193
1,32,192
1,33,192
1,34,191
1,35,191
1,36,192
1,37,195
1,38,198
1,39,201
1,40,202
1,41,207
1,42,213
1,43,217
1,44,205
1,45,206
1,46,213
1,47,221
1,48,230
1,49,237
1,50,238
1,51,239
1,52,245
1,53,243
1,54,234
1,55,238
1,56,247
1,57,257
1,58,262
1,59,256
1,60,260
1,61,258
1,62,239
1,63,230
1,64,229
1,65,240
1,66,252
1,67,268
1,68,274
1,69,270
1,70,259
1,71,255
1,72,261
1,73,263
1,74,264
1,75,268
1,76,272
1,77,279
1,78,279
1,79,271
1,80,263
1,81,265
1,82,275
1,83,278
1,84,287
1,85,290
1,86,283
1,87,278
1,88,295
1,89,281
1,90,280
1,91,280
1,92,280
1,93,283
1,94,280
1,95,276
1,96,266
1,97,263
1,98,267
1,99,270
1,100,267
1,101,271
1,102,283
1,103,281
1,104,286
1,105,290
1,106,303
1,107,325
1,108,335
1,109,343
1,110,357
1,111,325
1,112,309
1,113,306
1,114,310
1,115,310
1,116,305
1,117,302
1,118,302
1,119,303
1,120,301
1,121,299
1,122,305
1,123,322
1,124,369
1,125,390
1,126,385
1,127,364
2,0,188
2,1,189
2,2,192
2,3,197
2,4,196
2,5,202
2,6,210
2,7,214
2,8,208
2,9,204
2,10,202
2,11,211
2,12,229
2,13,223
2,14,208
2,15,208
2,16,221
2,17,220
2,18,212
2,19,209
2,20,203
2,21,202
2,22,205
2,23,203
2,24,199
2,25,201
2,26,194
2,27,189
2,28,191
2,29,192
2,30,192
2,31,190
2,32,190
2,33,189
2,34,190
2,35,193
2,36,196
2,37,198
2,38,202
2,39,206
2,40,213
2,41,219
2,42,215
2,43,219
2,44,215
2,45,208
2,46,210
2,47,218
2,48,232
2,49,241
2,50,241
2,51,241
2,52,239
2,53,241
2,54,241
2,55,243
2,56,244
2,57,247
2,58,250
2,59,250
2,60,250
2,61,254
2,62,248
2,63,239
2,64,241
2,65,253
2,66,256
2,67,267
2,68,261
2,69,258
2,70,254
2,71,250
2,72,257
2,73,258
2,74,263
2,75,269
2,76,273
2,77,276
2,78,276
2,79,264
2,80,262
2,81,263
2,82,271
2,83,273
2,84,275
2,85,282
2,86,272
2,87,265
2,88,265
2,89,264
