x,y,val
10,5,35
5,4,42246
12,6,25
6,9,254
11,1,5
10,6,37
8,7,344
5,6,1206
12,7,54
8,9,3690
11,6,4573
13,9,412
13,14,922
7,7,399
6,2,1046
5,3,10372
5,7,2015
11,0,9
8,15,1816
9,8,232
10,4,1258
11,3,226
9,10,2374
5,1,793
8,6,2604
3,3,23
6,10,835
9,15,30
8,5,1547
4,9,384
5,14,38065
5,15,39528
9,0,906
4,12,489
7,3,367
12,12,110
10,2,827
9,4,385
8,14,945
14,8,443
5,5,2701
12,11,5681
11,5,133
13,4,18
6,5,1105
10,8,212
6,1,330
10,0,76
10,1,708
5,8,3848
11,4,318
9,1,846
10,13,953
8,11,217
8,10,557
11,13,558
8,0,3604
13,12,238
7,0,3742
10,7,216
13,5,71
6,12,10564
4,3,3233
12,5,12
5,12,1138
5,13,5857
4,11,135
4,10,382
9,14,30
4,13,4411
9,5,345
7,13,1531
9,2,265
14,5,14
13,15,329
7,11,1222
6,8,17376
14,6,187
9,6,1465
10,12,152
8,1,2011
8,8,3538
7,4,1035
7,14,889
7,12,1509
8,3,624
4,8,3393
4,14,5091
4,1,3505
6,0,341
5,11,2479
8,2,467
5,9,2242
13,0,2
12,10,219
11,8,6
4,2,9609
7,15,9032
11,14,2660
7,5,1592
9,9,352
15,15,570
12,15,695
6,13,10481
13,13,1186
5,2,7729
9,3,414
7,10,428
7,1,181
11,7,5
6,15,72948
7,8,1236
11,9,33
12,14,322
12,9,124
10,11,120
6,7,963
7,9,194
13,7,6
4,15,6146
10,3,452
7,6,874
12,13,82
9,7,1483
14,14,482
9,11,658
4,4,432
5,10,921
8,13,1411
6,14,97976
9,13,974
9,12,228
10,14,3116
13,6,17
7,2,71
2,3,189
6,4,3119
6,6,1187
12,0,4
11,2,103
5,0,525
6,11,197
14,7,3
12,3,1
14,15,220
4,6,536
8,12,588
11,12,40
12,4,626
13,11,7
6,3,1407
13,8,51
8,4,176
11,11,92
13,10,7
4,7,254
11,15,214
